StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,AWNA,PLNA,PLA,AWA,QTime_First Click,QTime_Last Click,QTime_Page Submit,QTime_Click Count,Age,School,Employment,HHI,Industry,Sex,per_week,time_spent,lifestyle,attention,country,statement,lose,win_work,win_invest,confirm
2019-03-18 10:51:38,2019-03-18 10:53:10,IP Address,174.101.212.155,100,92,True,2019-03-18 10:53:10,R_3p3fWgqQlfYRt0p,,,,,39.9241943359375,-83.80879974365234375,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",26.541,26.541,33.236,1,35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$30,000 - $39,999","Construction, extraction, and maintenance",Male,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,738020
2019-03-18 10:51:28,2019-03-18 10:53:11,IP Address,71.237.59.12,100,103,True,2019-03-18 10:53:12,R_2TBO2ZEUUDh6tvn,,,,,39.8661041259765625,-104.91970062255859375,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,22.28,22.28,23.44,1,55 - 64,Bachelor's degree in college (4-year),Retired,"More than $150,000",Retired,Male,4-6 times a week,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,534923
2019-03-18 10:51:31,2019-03-18 10:53:13,IP Address,67.181.212.84,100,101,True,2019-03-18 10:53:13,R_3NR57eGIofNclEg,,,,,36.6486053466796875,-119.9987030029296875,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,12.7,12.7,14.457,1,25 - 34,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$30,000 - $39,999",Sales and office,Male,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,,Select here to acknowledge your understanding,,644568
2019-03-18 10:51:27,2019-03-18 10:53:13,IP Address,97.97.100.65,100,105,True,2019-03-18 10:53:14,R_2fl20LQ6vLXOidb,,,,,35.39349365234375,-119.1204986572265625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,14.086,15.325,16.447,2,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$60,000 - $69,999","Management, professional, and related",Female,4-6 times a week,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,593658
2019-03-18 10:52:30,2019-03-18 10:53:24,IP Address,174.85.255.66,100,54,True,2019-03-18 10:53:25,R_12P84yRUWOjtiqi,,,,,34.831695556640625,-86.8867034912109375,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",3.735,6.639,7.675,2,18 - 24,Some college but no degree,Full-time employed,"$10,000 - $19,999",Service,Female,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,759897
2019-03-18 10:52:14,2019-03-18 10:53:28,IP Address,96.241.136.178,100,74,True,2019-03-18 10:53:29,R_117SUPAI5Ftlf3X,,,,,38.45550537109375,-77.4326019287109375,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,10.789,10.789,12.239,1,18 - 24,Associate or Technical degree in college (2-year),Part-time employed,"$100,000 - $149,999",Sales and office,Male,4-6 times a week,30 - 60 minutes,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,386923
2019-03-18 10:51:24,2019-03-18 10:53:29,IP Address,73.126.19.239,100,124,True,2019-03-18 10:53:29,R_3siEIjRB88dTrgp,,,,,42.7530059814453125,-71.02700042724609375,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,14.724,14.724,15.198,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$40,000 - $49,999",Sales and office,Male,Daily,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,972614
2019-03-18 10:49:39,2019-03-18 10:53:33,IP Address,108.121.200.44,100,234,True,2019-03-18 10:53:34,R_zd9zA3Wv77bsu77,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,11.558,16.951,18.255,2,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$60,000 - $69,999",Service,Female,4-6 times a week,5 - 6 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,554541
2019-03-18 10:50:36,2019-03-18 10:53:34,IP Address,122.178.116.103,100,178,True,2019-03-18 10:53:34,R_3qvRZTog83bjIIT,,,,,10.990997314453125,76.966705322265625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,1.915,14.008,15.284,6,35 - 44,Bachelor's degree in college (4-year),Part-time employed,"Less than $10,000",Service,Male,Daily,3 - 4 hours,Mechanical Turk money does not materially change my financial situation,,India,,,,Select here to acknowledge your understanding,832350
2019-03-18 10:51:40,2019-03-18 10:53:47,IP Address,66.168.166.114,100,126,True,2019-03-18 10:53:47,R_6RaNPtRBW0bv72h,,,,,34.54840087890625,-87.000396728515625,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,16.331,16.331,18.041,1,45 - 54,Some college but no degree,Part-time employed,"$20,000 - $29,999",Service,Male,Daily,5 - 6 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,477151
2019-03-18 10:49:54,2019-03-18 10:53:49,IP Address,24.233.111.249,100,235,True,2019-03-18 10:53:50,R_1gLWxc84aWP8GTt,,,,,43.2174072265625,-71.3545989990234375,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,25.24,46.434,47.167,2,35 - 44,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$30,000 - $39,999","Construction, extraction, and maintenance",Male,Daily,5 - 6 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,429131
2019-03-18 10:52:28,2019-03-18 10:53:50,IP Address,73.92.5.208,100,82,True,2019-03-18 10:53:51,R_33fgBuPT7rzcTgC,,,,,38.3466949462890625,-121.951904296875,anonymous,EN,,,,Wage Choice - Guaranteed Receipt of $10.00,7.149,7.149,8.819,1,35 - 44,Associate or Technical degree in college (2-year),Full-time employed,"$70,000 - $79,999",Government,Female,Daily,5 - 6 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,360297
2019-03-18 10:52:36,2019-03-18 10:53:55,IP Address,71.93.100.141,100,79,True,2019-03-18 10:53:56,R_3k7LM76n1C3l7P7,,,,,34.0110015869140625,-118.114501953125,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,14.959,14.959,20.293,1,25 - 34,Associate or Technical degree in college (2-year),Part-time employed,"Less than $10,000",Other,Male,4-6 times a week,30 - 60 minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,,,Select here to acknowledge your understanding,908729
2019-03-18 10:52:16,2019-03-18 10:54:00,IP Address,66.66.153.4,100,103,True,2019-03-18 10:54:00,R_3LckkGgi2NkS3iN,,,,,43.166107177734375,-77.5554962158203125,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,4.204,8.044,12.674,2,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$30,000 - $39,999",Sales and office,Male,Daily,More than 7 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,183926
2019-03-18 10:51:51,2019-03-18 10:54:10,IP Address,208.93.255.170,100,139,True,2019-03-18 10:54:11,R_1BWNOFyI1DIZxVg,,,,,42.186798095703125,-71.20330047607421875,anonymous,EN,,Wage Choice - Guaranteed Receipt of $10.00,,,9.596,9.596,13.172,1,55 - 64,High school graduate (high school diploma or equivalent including GED),Full-time employed,"$90,000 - $99,999","Management, professional, and related",Female,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,224065
2019-03-18 10:51:57,2019-03-18 10:54:12,IP Address,104.176.6.160,100,134,True,2019-03-18 10:54:12,R_2Pu19j59feYfAtH,,,,,38.0684967041015625,-122.16139984130859375,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,32.266,45.3,46.855,2,25 - 34,Associate or Technical degree in college (2-year),Prefer not to answer,"$50,000 - $59,999","Construction, extraction, and maintenance",Male,4-6 times a week,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,807818
2019-03-18 10:53:18,2019-03-18 10:54:21,IP Address,76.20.214.107,100,62,True,2019-03-18 10:54:21,R_1OZRIC0xLiwr1Js,,,,,33.899200439453125,-84.85720062255859375,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,15.614,15.614,16.535,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$70,000 - $79,999","Management, professional, and related",Male,Daily,More than 7 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,210982
2019-03-18 10:50:08,2019-03-18 10:54:23,IP Address,67.172.70.217,100,255,True,2019-03-18 10:54:24,R_3PoS2qyCXYtyeaM,,,,,26.268096923828125,-80.209197998046875,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,24.311,25.631,26.535,2,45 - 54,Associate or Technical degree in college (2-year),Full-time employed,"$90,000 - $99,999","Management, professional, and related",Female,Daily,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,623412
2019-03-18 10:53:09,2019-03-18 10:54:52,IP Address,68.108.0.148,100,102,True,2019-03-18 10:54:52,R_3mmBiPmsHuvg4Lj,,,,,36.2472991943359375,-115.28209686279296875,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,11.641,11.641,12.891,1,45 - 54,Associate or Technical degree in college (2-year),Full-time employed,"$20,000 - $29,999","Management, professional, and related",Male,Daily,5 - 6 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,474183
2019-03-18 10:53:48,2019-03-18 10:54:55,IP Address,165.225.35.35,100,66,True,2019-03-18 10:54:55,R_1EX04uFlA7zbzZa,,,,,29.7738037109375,-95.40599822998046875,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,5.62,5.62,8.526,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$40,000 - $49,999","Management, professional, and related",Male,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,645106
2019-03-18 10:54:13,2019-03-18 10:54:58,IP Address,173.89.124.167,100,44,True,2019-03-18 10:54:59,R_2fHfaoKl3l0K6SS,,,,,41.511993408203125,-82.9376983642578125,anonymous,EN,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$9.45, $10.47, $8.69, $10.95, $10.95, $11.79, $11.74, $11.81, $10.58, $11.54, $12.26, $12.29, $8.93, $12.21, $11.33, $11.25, $11.22, $8.99, $11.84, $8.92",,1.356,1.356,3.036,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$60,000 - $69,999","Production, transportation, and material moving",Male,Daily,3 - 4 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,,,Select here to acknowledge your understanding,675811
2019-03-18 10:53:20,2019-03-18 10:55:03,IP Address,71.15.41.172,100,102,True,2019-03-18 10:55:04,R_2q8dsF2wP2RDZed,,,,,30.2783966064453125,-89.77120208740234375,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,9.289,11.946,12.946,4,25 - 34,Associate or Technical degree in college (2-year),Full-time employed,"$70,000 - $79,999",Service,Female,Daily,5 - 6 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,945306
2019-03-18 10:53:35,2019-03-18 10:55:10,IP Address,100.12.206.157,100,95,True,2019-03-18 10:55:11,R_1gdRKmi1MxKt2g7,,,,,40.7364044189453125,-73.86949920654296875,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,10.601,15.799,16.393,2,18 - 24,"Professional degree (JD, MD)",Full-time employed,"$40,000 - $49,999",Service,Female,4-6 times a week,30 - 60 minutes,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,860739
2019-03-18 10:53:57,2019-03-18 10:55:14,IP Address,66.91.211.85,100,77,True,2019-03-18 10:55:15,R_yIrcpVkCJll7wK5,,,,,21.281097412109375,-157.82659912109375,anonymous,EN,Wage Choice - Guaranteed Receipt of $10.00,,,,2.875,2.875,5.784,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999","Management, professional, and related",Female,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,361438
2019-03-18 10:53:58,2019-03-18 10:55:26,IP Address,12.97.157.90,100,87,True,2019-03-18 10:55:27,R_0jLOLomVN4uJCp3,,,,,38.9687042236328125,-94.56960296630859375,anonymous,EN,,,,"Investment Choice - Choose to ""invest"". You should know that the last 20 investment decisions yielded payouts of:

$11.16, $10.93, $10.87, $11.10, $11.15, $10.93, $11.34, $11.14, $10.59, $10.08, $10.79, $11.77, $11.35, $10.79, $10.97, $11.41, $11.02, $10.66, $11.01, $11.21",17.351,17.351,20.963,1,35 - 44,Bachelor's degree in college (4-year),Full-time employed,"$80,000 - $89,999","Management, professional, and related",Female,4-6 times a week,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,500443
2019-03-18 10:51:52,2019-03-18 10:55:46,IP Address,199.116.118.155,100,233,True,2019-03-18 10:55:46,R_3p6kBibAAqFydSi,,,,,37.3881072998046875,-121.8755950927734375,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,20.541,20.541,31.659,1,45 - 54,Bachelor's degree in college (4-year),Full-time employed,"$50,000 - $59,999",Other,Male,Daily,1 - 2 hours,Mechanical Turk money does not materially change my financial situation,,The United States,,Select here to acknowledge your understanding,,,429810
2019-03-18 10:53:59,2019-03-18 10:55:49,IP Address,184.182.18.214,100,109,True,2019-03-18 10:55:50,R_1OqbXSb0LxIxJJ3,,,,,33.4293975830078125,-112.3896026611328125,anonymous,EN,,,Wage Choice - Guaranteed Receipt of $10.00,,23.538,23.538,24.922,1,25 - 34,Some college but no degree,Full-time employed,"$20,000 - $29,999","Construction, extraction, and maintenance",Male,4-6 times a week,3 - 4 hours,Mechanical Turk money is sometimes needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,447637
2019-03-18 10:54:08,2019-03-18 10:55:50,IP Address,73.188.191.75,100,102,True,2019-03-18 10:55:51,R_UGByao2BGHNyVAB,,,,,39.9788055419921875,-75.12619781494140625,anonymous,EN,"Investment Choice - Receipt of $10 with 50% probability, receipt of $12 with 50% probability",,,,15.195,15.195,17.658,1,25 - 34,Bachelor's degree in college (4-year),Full-time employed,"$90,000 - $99,999",Service,Male,Daily,1 - 2 hours,Mechanical Turk money allows me to purchase nice goods which otherwise would be out of reach,,The United States,,Select here to acknowledge your understanding,,,548466
2019-03-18 10:54:27,2019-03-18 10:55:56,IP Address,68.82.74.124,100,88,True,2019-03-18 10:55:57,R_2zYjQde6lOoPAs7,,,,,40.2104034423828125,-74.82779693603515625,anonymous,EN,,"Investment Choice - Receipt of $9.00 with 50 percent probability, receipt of $13.00 with 50 percent probability",,,8.133,8.133,9.54,1,25 - 34,Some college but no degree,Full-time employed,"$80,000 - $89,999",Other,Male,Daily,5 - 6 hours,Mechanical Turk money is always needed to make basic ends meet,,The United States,,Select here to acknowledge your understanding,,,303872
